date,Account,daily_pnl,num_trades,wins,avg_trade_size,total_volume,long_count,win_rate,long_ratio,fg_score,sentiment,sentiment_group
2024-07-29,0x8477e447846c758f5a675856001ea72298fd9cb5,217.857529,15,5,1797.1860000000001,26957.79,5,0.3333333333333333,0.3333333333333333,74,Greed,Greed
2024-07-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,112.946925,23,11,13052.888260869566,300216.43,12,0.4782608695652174,0.5217391304347826,74,Greed,Greed
2024-07-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,6,0,6001.078333333334,36006.47,6,0.0,1.0,67,Greed,Greed
2024-07-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,0,13335.046666666667,40005.14,3,0.0,1.0,61,Greed,Greed
2024-07-31,0x8477e447846c758f5a675856001ea72298fd9cb5,765.690884,40,14,1112.535,44501.4,14,0.35,0.35,61,Greed,Greed
2024-08-01,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0,0.74,0.74,0,0.0,0.0,52,Neutral,Neutral
2024-08-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,13,0,11076.539230769231,143995.01,13,0.0,1.0,52,Neutral,Neutral
2024-08-01,0x8477e447846c758f5a675856001ea72298fd9cb5,167.080017,33,4,1408.870909090909,46492.74,24,0.12121212121212122,0.7272727272727273,52,Neutral,Neutral
2024-08-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,9,0,3896.047777777778,35064.43,9,0.0,1.0,52,Neutral,Neutral
2024-08-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,36,0,8221.31,295967.16,35,0.0,0.9722222222222222,57,Greed,Greed
2024-08-02,0x8477e447846c758f5a675856001ea72298fd9cb5,228.247701,15,12,1984.4720000000002,29767.08,0,0.8,0.0,57,Greed,Greed
2024-08-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,554.12049,12,5,5882.177500000001,70586.13,7,0.4166666666666667,0.5833333333333334,57,Greed,Greed
2024-08-03,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0,0.65,0.65,0,0.0,0.0,37,Fear,Fear
2024-08-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,13,0,8652.23,112478.98999999999,13,0.0,1.0,37,Fear,Fear
2024-08-03,0x8477e447846c758f5a675856001ea72298fd9cb5,464.1897,1,1,4534.09,4534.09,1,1.0,1.0,37,Fear,Fear
2024-08-03,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,16,0,9281.686875,148506.99,16,0.0,1.0,37,Fear,Fear
2024-08-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,6,0,4168.69,25012.14,6,0.0,1.0,37,Fear,Fear
2024-08-04,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0,0.01,0.01,0,0.0,0.0,34,Fear,Fear
2024-08-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-108155.399281,70,0,12839.884,898791.88,12,0.0,0.17142857142857143,34,Fear,Fear
2024-08-04,0x8477e447846c758f5a675856001ea72298fd9cb5,109.005815,17,3,2129.0517647058823,36193.88,14,0.17647058823529413,0.8235294117647058,34,Fear,Fear
2024-08-04,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-14176.51042,10,0,13492.987,134929.87,8,0.0,0.8,34,Fear,Fear
2024-08-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,27,0,5002.563703703704,135069.22,26,0.0,0.9629629629629629,34,Fear,Fear
2024-08-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-4779.219012,17,0,12572.832941176472,213738.16,15,0.0,0.8823529411764706,26,Fear,Fear
2024-08-05,0x8477e447846c758f5a675856001ea72298fd9cb5,160.44369899999998,17,7,2357.7947058823524,40082.509999999995,10,0.4117647058823529,0.5882352941176471,26,Fear,Fear
2024-08-05,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,2,0,10053.805,20107.61,2,0.0,1.0,26,Fear,Fear
2024-08-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-8397.375621,43,25,3405.636279069767,146442.36,14,0.5813953488372093,0.32558139534883723,26,Fear,Fear
2024-08-06,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,215.754798,27,8,28.555555555555557,771.0,1,0.2962962962962963,0.037037037037037035,17,Extreme Fear,Fear
2024-08-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,51.56325,74,5,805.8017567567567,59629.33,69,0.06756756756756757,0.9324324324324325,17,Extreme Fear,Fear
2024-08-07,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0,0.0,0.0,0,0.0,0.0,29,Fear,Fear
2024-08-07,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,1,0,500.0,500.0,1,0.0,1.0,29,Fear,Fear
2024-08-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,188.789255,21,10,94.89190476190477,1992.73,11,0.47619047619047616,0.5238095238095238,29,Fear,Fear
2024-08-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-40.712216999999995,4,0,114.82,459.28,0,0.0,0.0,20,Extreme Fear,Fear
2024-08-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,5,0,3168.014,15840.07,5,0.0,1.0,20,Extreme Fear,Fear
2024-08-09,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.12,0.12,0,0.0,0.0,48,Neutral,Neutral
2024-08-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,11147.900554,12,9,11003.166666666666,132038.0,3,0.75,0.25,48,Neutral,Neutral
2024-08-09,0x8477e447846c758f5a675856001ea72298fd9cb5,151.092375,69,17,635.3107246376812,43836.44,18,0.2463768115942029,0.2608695652173913,48,Neutral,Neutral
2024-08-09,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,2,0,250.0,500.0,2,0.0,1.0,48,Neutral,Neutral
2024-08-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,6783.078347,60,17,5447.171666666666,326830.3,31,0.2833333333333333,0.5166666666666667,48,Neutral,Neutral
2024-08-10,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.68,0.68,0,0.0,0.0,40,Fear,Fear
2024-08-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,85,0,131.0735294117647,11141.25,85,0.0,1.0,40,Fear,Fear
2024-08-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,847.7766200000001,8,4,5104.981250000001,40839.850000000006,0,0.5,0.0,39,Fear,Fear
2024-08-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,15,0,212.64333333333335,3189.65,15,0.0,1.0,39,Fear,Fear
2024-08-12,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.61,0.61,0,0.0,0.0,25,Fear,Fear
2024-08-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,858.6705000000001,16,6,2758.775,44140.4,16,0.375,1.0,25,Fear,Fear
2024-08-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,29,0,336.5431034482759,9759.75,21,0.0,0.7241379310344828,25,Fear,Fear
2024-08-13,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.67,0.67,0,0.0,0.0,31,Fear,Fear
2024-08-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,5,0,2500.02,12500.1,4,0.0,0.8,31,Fear,Fear
2024-08-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,212.08102,17,8,488.06470588235294,8297.1,16,0.47058823529411764,0.9411764705882353,31,Fear,Fear
2024-08-14,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.53,0.53,0,0.0,0.0,30,Fear,Fear
2024-08-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2168.9015130000003,9,5,7185.148888888889,64666.34,4,0.5555555555555556,0.4444444444444444,30,Fear,Fear
2024-08-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,15,0,136.21066666666667,2043.16,15,0.0,1.0,30,Fear,Fear
2024-08-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,12,0,126.86416666666668,1522.3700000000001,12,0.0,1.0,29,Fear,Fear
2024-08-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,2,0,6250.0650000000005,12500.130000000001,2,0.0,1.0,27,Fear,Fear
2024-08-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,825.230544,33,3,4663.112424242424,153882.71,30,0.09090909090909091,0.9090909090909091,27,Fear,Fear
2024-08-17,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,29,0,1035.7675862068966,30037.26,29,0.0,1.0,25,Fear,Fear
2024-08-17,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-288.283113,1,0,211.7,211.7,0,0.0,0.0,25,Fear,Fear
2024-08-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,305.06788800000004,13,11,4810.808461538461,62540.51,0,0.8461538461538461,0.0,31,Fear,Fear
2024-08-18,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,1,0,0.01,0.01,0,0.0,0.0,31,Fear,Fear
2024-08-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,339.69958299999996,8,5,12539.37875,100315.03,3,0.625,0.375,28,Fear,Fear
2024-08-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,192.602844,8,1,5302.23375,42417.87,5,0.125,0.625,30,Fear,Fear
2024-08-20,0x8477e447846c758f5a675856001ea72298fd9cb5,0.0,4,0,1874.2325,7496.93,0,0.0,0.0,30,Fear,Fear
2024-08-21,0x8477e447846c758f5a675856001ea72298fd9cb5,656.057949,140,53,735.3043571428572,102942.61,53,0.37857142857142856,0.37857142857142856,26,Fear,Fear
2024-08-21,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,2,0,1000.14,2000.28,2,0.0,1.0,26,Fear,Fear
2024-08-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1005.30527,10,3,6350.956,63509.56,0,0.3,0.0,34,Fear,Fear
2024-08-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,2,0,7500.035,15000.07,0,0.0,0.0,56,Greed,Greed
2024-08-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,5,0,3999.9199999999996,19999.6,0,0.0,0.0,56,Greed,Greed
2024-08-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0,3749.0825,14996.33,0,0.0,0.0,54,Neutral,Neutral
2024-08-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,13,0,534.9192307692308,6953.95,8,0.0,0.6153846153846154,54,Neutral,Neutral
2024-08-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,231.236918,5,2,18452.704,92263.52,5,0.4,1.0,55,Greed,Greed
2024-08-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1,0,347.75,347.75,1,0.0,1.0,55,Greed,Greed
2024-08-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,7,0,9286.455714285714,65005.19,7,0.0,1.0,48,Neutral,Neutral
2024-08-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,42,0,122.27428571428572,5135.52,41,0.0,0.9761904761904762,48,Neutral,Neutral
2024-08-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,7,0,6784.937142857142,47494.56,7,0.0,1.0,30,Fear,Fear
2024-08-28,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1333.359645,2,2,11832.755000000001,23665.510000000002,2,1.0,1.0,30,Fear,Fear
2024-08-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1,0,9995.85,9995.85,0,0.0,0.0,29,Fear,Fear
2024-08-30,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0,0.69,0.69,0,0.0,0.0,34,Fear,Fear
2024-08-30,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.62,0.62,0,0.0,0.0,34,Fear,Fear
2024-08-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,0,9164.183333333334,27492.550000000003,3,0.0,1.0,34,Fear,Fear
2024-08-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,256.464,1,1,9739.38,9739.38,1,1.0,1.0,34,Fear,Fear
2024-08-31,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.96,0.96,0,0.0,0.0,29,Fear,Fear
2024-08-31,0x8477e447846c758f5a675856001ea72298fd9cb5,10.882801,24,12,312.76375,7506.33,7,0.5,0.2916666666666667,29,Fear,Fear
2024-08-31,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,9,0,11111.126666666667,100000.14,4,0.0,0.4444444444444444,29,Fear,Fear
2024-09-01,0x8477e447846c758f5a675856001ea72298fd9cb5,137.433093,12,5,1029.9733333333334,12359.68,7,0.4166666666666667,0.5833333333333334,26,Fear,Fear
2024-09-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,2,0,15000.21,30000.42,2,0.0,1.0,26,Fear,Fear
2024-09-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,1,0,35004.98,35004.98,1,0.0,1.0,27,Fear,Fear
2024-09-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1065.785132,32,5,3011.7625000000003,96376.40000000001,29,0.15625,0.90625,27,Fear,Fear
2024-09-05,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0,0.84,0.84,0,0.0,0.0,29,Fear,Fear
2024-09-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0,8747.6675,34990.67,4,0.0,1.0,22,Extreme Fear,Fear
2024-09-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1054.2020029999999,36,0,107.68722222222222,3876.74,0,0.0,0.0,22,Extreme Fear,Fear
2024-09-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,1,0,0.11,0.11,0,0.0,0.0,29,Fear,Fear
2024-09-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,0,2007.2150000000001,4014.4300000000003,2,0.0,1.0,26,Fear,Fear
2024-09-10,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-219.729659,2,0,890.27,1780.54,0,0.0,0.0,33,Fear,Fear
2024-09-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1,0,766.74,766.74,1,0.0,1.0,33,Fear,Fear
2024-09-11,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.54,0.54,0,0.0,0.0,37,Fear,Fear
2024-09-14,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.65,0.65,0,0.0,0.0,50,Neutral,Neutral
2024-09-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,10,0,101.415,1014.1500000000001,10,0.0,1.0,50,Neutral,Neutral
2024-09-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-801.939039,132,0,94.54454545454544,12479.88,7,0.0,0.05303030303030303,45,Neutral,Neutral
2024-09-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,19,0,80.09842105263158,1521.8700000000001,19,0.0,1.0,49,Neutral,Neutral
2024-09-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,9585.03428,12,8,25380.9675,304571.61,3,0.6666666666666666,0.25,54,Neutral,Neutral
2024-09-20,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,4,0,7075.4425,28301.77,0,0.0,0.0,54,Neutral,Neutral
2024-09-21,0x430f09841d65beb3f27765503d0f850b8bce7713,36165.56933,23,23,7202.092173913044,165648.12,0,1.0,0.0,54,Neutral,Neutral
2024-09-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,0,6666.579999999999,19999.739999999998,3,0.0,1.0,52,Neutral,Neutral
2024-09-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,334.760796,2,1,20167.145,40334.29,1,0.5,0.5,50,Neutral,Neutral
2024-09-24,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,1,0,6113.57,6113.57,0,0.0,0.0,54,Neutral,Neutral
2024-09-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,9,0,111.67333333333335,1005.0600000000001,9,0.0,1.0,54,Neutral,Neutral
2024-09-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,6,0,8333.518333333333,50001.11,6,0.0,1.0,59,Greed,Greed
2024-09-25,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,3,0,917.6733333333333,2753.02,0,0.0,0.0,59,Greed,Greed
2024-09-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,439.812513,3,2,26813.47333333333,80440.42,0,0.6666666666666666,0.0,50,Neutral,Neutral
2024-09-26,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,5,0,6654.302000000001,33271.51,0,0.0,0.0,50,Neutral,Neutral
2024-09-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,10,0,9999.232,99992.31999999999,0,0.0,0.0,61,Greed,Greed
2024-09-27,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,46,0,567.4939130434783,26104.72,0,0.0,0.0,61,Greed,Greed
2024-09-28,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,4,0,7299.8025,29199.21,0,0.0,0.0,64,Greed,Greed
2024-09-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2710.626288,10,5,17728.09,177280.9,10,0.5,1.0,61,Greed,Greed
2024-09-30,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,96,0,389.4682291666666,37388.95,0,0.0,0.0,61,Greed,Greed
2024-10-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0,34988.58,139954.32,4,0.0,1.0,50,Neutral,Neutral
2024-10-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0,24988.585,99954.34,4,0.0,1.0,42,Fear,Fear
2024-10-03,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,100.375782,5,3,2585.338,12926.69,2,0.6,0.4,37,Fear,Fear
2024-10-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0,30002.25,120009.0,4,0.0,1.0,37,Fear,Fear
2024-10-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1,0,0.34,0.34,0,0.0,0.0,41,Fear,Fear
2024-10-05,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.61,0.61,0,0.0,0.0,49,Neutral,Neutral
2024-10-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5179.861892,35,23,16055.563714285714,561944.73,9,0.6571428571428571,0.2571428571428571,49,Neutral,Neutral
2024-10-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,130.487079,22,5,13642.298181818182,300130.56,6,0.22727272727272727,0.2727272727272727,50,Neutral,Neutral
2024-10-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,21,0,10475.459523809524,219984.65,0,0.0,0.0,50,Neutral,Neutral
2024-10-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5150.037556,34,32,12223.055,415583.87,33,0.9411764705882353,0.9705882352941176,49,Neutral,Neutral
2024-10-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1,0,0.58,0.58,0,0.0,0.0,49,Neutral,Neutral
2024-10-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,396.06272,14,3,15742.852142857142,220399.93,11,0.21428571428571427,0.7857142857142857,49,Neutral,Neutral
2024-10-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,16,0,18751.521249999998,300024.33999999997,16,0.0,1.0,39,Fear,Fear
2024-10-11,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,1,0,0.73,0.73,0,0.0,0.0,32,Fear,Fear
2024-10-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,8885.327477,25,18,19556.1384,488903.45999999996,0,0.72,0.0,32,Fear,Fear
2024-10-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,541.55471,10,7,15971.34,159713.4,7,0.7,0.7,49,Neutral,Neutral
2024-10-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,10,0,6000.242,60002.42,10,0.0,1.0,50,Neutral,Neutral
2024-10-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1913.61958,5,5,12383.204000000002,61916.020000000004,0,1.0,0.0,48,Neutral,Neutral
2024-10-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1170.2260760000001,7,4,11596.194285714286,81173.36,3,0.5714285714285714,0.42857142857142855,65,Greed,Greed
2024-10-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,219.480876,11,3,7293.560909090909,80229.17,8,0.2727272727272727,0.7272727272727273,73,Greed,Greed
2024-10-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,36.11496,8,1,17504.00375,140032.03,6,0.125,0.75,71,Greed,Greed
2024-10-17,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,1,0,499.72,499.72,1,0.0,1.0,71,Greed,Greed
2024-10-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,333.219141,6,5,20055.238333333335,120331.43000000001,1,0.8333333333333334,0.16666666666666666,73,Greed,Greed
2024-10-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0,24999.215,99996.86,4,0.0,1.0,72,Greed,Greed
2024-10-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,229.060526,6,5,20037.618333333336,120225.71,1,0.8333333333333334,0.16666666666666666,73,Greed,Greed
2024-10-20,0x8477e447846c758f5a675856001ea72298fd9cb5,160.095271,88,6,638.3843181818182,56177.82,6,0.06818181818181818,0.06818181818181818,73,Greed,Greed
2024-10-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,10,0,14880.835000000001,148808.35,10,0.0,1.0,72,Greed,Greed
2024-10-21,0x8477e447846c758f5a675856001ea72298fd9cb5,2464.915564,162,68,1074.6531481481481,174093.81,68,0.41975308641975306,0.41975308641975306,72,Greed,Greed
2024-10-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,0,20000.12,60000.36,3,0.0,1.0,70,Greed,Greed
2024-10-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-46.489941,18,0,11667.003888888888,210006.07,15,0.0,0.8333333333333334,71,Greed,Greed
2024-10-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4543.862071,25,16,16183.4872,404587.18,9,0.64,0.36,72,Greed,Greed
2024-10-25,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,8692.0,5,5,4659.2,23296.0,5,1.0,1.0,72,Greed,Greed
2024-10-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,666.6623079999999,4,3,22666.1025,90664.41,0,0.75,0.0,74,Greed,Greed
2024-10-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,9,0,13332.702222222222,119994.32,0,0.0,0.0,72,Greed,Greed
2024-10-28,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,167.28016200000002,4,4,375.23249999999996,1500.9299999999998,0,1.0,0.0,72,Greed,Greed
2024-10-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,37,0,16285.80864864865,602574.92,0,0.0,0.0,72,Greed,Greed
2024-10-29,0x8477e447846c758f5a675856001ea72298fd9cb5,801.170876,16,3,668.305625,10692.89,3,0.1875,0.1875,72,Greed,Greed
2024-10-30,0x8477e447846c758f5a675856001ea72298fd9cb5,9.150023,25,7,473.23400000000004,11830.85,8,0.28,0.32,77,Extreme Greed,Greed
2024-10-31,0x2c229d22b100a7beb69122eed721cee9b24011dd,-2.5534149999999998,9,0,3327.722222222222,29949.5,6,0.0,0.6666666666666666,77,Extreme Greed,Greed
2024-10-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,765.475192,28,23,30487.215,853642.02,25,0.8214285714285714,0.8928571428571429,77,Extreme Greed,Greed
2024-10-31,0x8477e447846c758f5a675856001ea72298fd9cb5,451.122034,11,11,1143.8036363636363,12581.84,11,1.0,1.0,77,Extreme Greed,Greed
2024-11-01,0x2c229d22b100a7beb69122eed721cee9b24011dd,-0.09906000000000104,14,4,2139.280714285714,29949.93,6,0.2857142857142857,0.42857142857142855,75,Extreme Greed,Greed
2024-11-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1040.5747959999999,9,2,25670.122222222224,231031.1,7,0.2222222222222222,0.7777777777777778,75,Extreme Greed,Greed
2024-11-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,2,0,20000.0,40000.0,2,0.0,1.0,72,Greed,Greed
2024-11-03,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,2,0,9530.66,19061.32,2,0.0,1.0,74,Greed,Greed
2024-11-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0,27498.585,109994.34,4,0.0,1.0,74,Greed,Greed
2024-11-04,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,540.05911,10,10,1960.1330000000003,19601.33,0,1.0,0.0,70,Greed,Greed
2024-11-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2259.351364,26,13,16623.486153846156,432210.64,13,0.5,0.5,70,Greed,Greed
2024-11-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,678.4759280000001,10,5,20062.723,200627.23,5,0.5,0.5,70,Greed,Greed
2024-11-06,0x2c229d22b100a7beb69122eed721cee9b24011dd,-3.41119,3,0,666.84,2000.52,1,0.0,0.3333333333333333,70,Greed,Greed
2024-11-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2821.24842,12,7,10158.865,121906.38,5,0.5833333333333334,0.4166666666666667,70,Greed,Greed
2024-11-07,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,503.46257599999996,16,11,1929.28125,30868.5,5,0.6875,0.3125,77,Extreme Greed,Greed
2024-11-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,628.96246,2,1,30314.425,60628.85,1,0.5,0.5,77,Extreme Greed,Greed
2024-11-07,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,3360.9281,95,48,208.8205263157895,19837.95,47,0.5052631578947369,0.49473684210526314,77,Extreme Greed,Greed
2024-11-08,0x2c229d22b100a7beb69122eed721cee9b24011dd,-710.786946,15,0,2003.9206666666666,30058.81,5,0.0,0.3333333333333333,75,Extreme Greed,Greed
2024-11-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,646.3734049999999,24,6,10026.734583333333,240641.63,18,0.25,0.75,75,Extreme Greed,Greed
2024-11-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,9,0,16666.712222222224,150000.41,9,0.0,1.0,75,Extreme Greed,Greed
2024-11-09,0x8477e447846c758f5a675856001ea72298fd9cb5,102.91036,75,19,571.4989333333333,42862.42,43,0.25333333333333335,0.5733333333333334,75,Extreme Greed,Greed
2024-11-10,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,1,0,9836.88,9836.88,1,0.0,1.0,78,Extreme Greed,Greed
